contentid,capacity,baby_carriage,credit_card,pet,discount_info,info_center,parking,parking_fee,rest_date,use_fee,use_time,scale,spend_time
130819,좌석수 474석,없음,없음,불가,,032-625-4588,주차 가능 - 8대(주차공간이 부족하니 대중교통 이용 바람),,"매주 월요일, 일요일을 제외한 법정공휴일(단, 국경일이 일요일인 경우 휴관)",,"[자료실]<br />
평일 09:00~18:00 <br />
주말 09:00~17:00<br />
[열람실] 07:00~22:00","지하 1층, 지상 4층",
130818,"열람석 1,031석",없음,없음,없음,,부천시립원미도서관 032-625-4723,원미공원 주차장 이용(시설관리공단에서 관리),"30분에 300원 / 추가 10분당 200원<br />
도서관 안내데스크에서 도장확인시 한시간 무료","매주 월요일, 일요일을 제외한 법정공휴일(단, 국경일이 일요일인 경우 휴관)",무료,"[종합자료실] 평일 09:00~22:00 / 주말 09:00~17:00<br />
[열람실] 07:00~22:00","지하 1층, 지상 3층",
130293,"[대공연장] 1,152석(1층 - 590석(장애인석 12석 포함) / 2층 562석)<br />
[소공연장] 348석(일반 34석 / 장애인석 4석)",없음,없음,불가,,부천시민회관 032-320-6481,주차 가능,유료,공연에 따라 다름,공연에 따라 다름,공연에 따라 다름,"지상 3층, 지하 2층<br> 면적 10,417㎡",
2633911,,없음,없음,없음,,070-4238-2433,,,,,,,
130526,,없음,가능,불가,,부천콜센터 032-320-3000,있음,"승용차, 15인승 미만의 승합차, 2.5톤 미만의 화물차 - 최초 1시간까지 500원 / 10분마다 200원 / 1일 주차권 6,000원<br />
15인승 이상 25인승 이하 승합차 또는 버스 ㆍ 2.5톤 이상 4.5톤 미만의 화물자동차 및 그 크기가 이에 준하는 자동차 - 최초 1시간까지 750원 / 10분마다 300원 / 1일 주차권 9,000원<br />
25인승 초과 버스 ㆍ 4.5톤 초과 화물자동차 및 그 크기가 이에 준하는 자동차 - 최초 1시간까지 1,000원 / 10분마다 400원 / 1일 주차권 12,000원","식물원, 자연생태박물관 : 1월 1일, 설날 및 추석 당일, 매주 월요일(단, 월요일이 공휴일인 경우 다음날 휴관) <br /> 수목원, 동물원, 농경유물전시관 : 1월1일, 설날, 추석날","<strong>[수목원] <br></strong>* 개인<br>
 36개월 이상 ~ 만 6세 : 무료 / 만 6세 이상·초등학생 : 500원 / 중·고등학생, 군인 : 700원 / 19세 이상 성인 : 1,000원<br>
 * 단체<br>
 36개월 이상 ~ 만 6세 : 무료 / 만 6세 이상·초등학생 : 400원 / 중·고등학생, 군인 : 560원 / 19세 이상 성인 : 800원<br>
 <br>
 <strong>[박물관 / 전시관]</strong><br>
 * 개인<br>
 36개월 이상 ~ 만 6세 : 1,000원 / 만 6세 이상·초등학생 : 1,000원 / 중·고등학생, 군인 : 1,500원 / 19세 이상 성인 : 2,000원<br>
 * 단체<br>
 36개월 이상 ~ 만 6세 : 800원 / 만 6세 이상·초등학생 : 800원 / 중·고등학생, 군인 : 1,200원 / 19세 이상 성인 : 1,500원<br>
 <br>
 <strong>[박물관 / </strong><strong>전시관 + 3D 영상관]</strong><br>
 * 개인<br>
 36개월 이상 ~ 만 6세 : 3,000원 / 만 6세 이상·초등학생 : 3,000원 / 중·고등학생, 군인 : 3,300원 / 19세 이상 성인 : 4,000원<br>
 * 단체<br>
 36개월 이상 ~ 만 6세 : 2,500원 / 만 6세 이상·초등학생 : 2,500원 / 중·고등학생, 군인 : 2,800원 / 19세 이상 성인 : 3,500원<br>
 <br>
 <strong>[식물원]</strong><br>
 * 개인 <br>
 36개월 이상 ~ 만 6세 : 1,000원 / 만 6세 이상·초등학생 : 1,000원 / 중·고등학생, 군인 : 1,500원 / 19세 이상 성인 : 2,000원<br>
 * 단체<br>
 36개월 이상 ~ 만 6세 : 800원 / 만 6세 이상·초등학생 : 800원 / 중·고등학생, 군인 : 1,200원 / 19세 이상 성인 : 1,500원<br>
 <br>
 <strong>[박물관 + 식물원]</strong><br>
 * 개인 <br>
 36개월 이상 ~ 만 6세 : 1,700원 / 만 6세 이상·초등학생 : 1,700원 / 중·고등학생, 군인 : 2,500원 / 19세 이상 성인 : 3,500원<br>
 * 단체<br>
 36개월 이상 ~ 만 6세 : 1,500원 / 만 6세 이상·초등학생 : 1,500원 / 중·고등학생, 군인 : 2,000원 / 19세 이상 성인 : 3,000원<br>
 <br>
 <strong>[박물관 + 식물원 + 3D 영상관]<br></strong>* 개인 <br>
 36개월 이상 ~ 만 6세 : 3,500원 / 만 6세 이상·초등학생 : 3,500원 / 중·고등학생, 군인 : 4,000원 / 19세 이상 성인 : 5,000원<br>
 * 단체<br>
 36개월 이상 ~ 만 6세 : 3,000원 / 만 6세 이상·초등학생 : 3,000원 / 중·고등학생, 군인 : 3,500원 / 19세 이상 성인 : 4,500원<br><br>","3~10월 09:30 ~ 18:00<br />
11~2월 09:30 ~ 17:00",,
130675,,없음,없음,불가,,032-614-2678,주차 가능,,"1월 1일, 설날/추석 연휴, 월요일, 법정공휴일 다음날","어른 - 개인 1,000원 / 단체 
800원
/ 통합 3,000원<br />
학생(초,중,고) - 개인 600원 / 단체 400원
/ 통합 2,000원<br />
어린이(5세이하),노인(65세이상),국가유공자,장애인 
- 무료 <br /><br />
※ 통합 : 부천교육박물관, 유럽자기박물관, 부천수석박물관, 부천활박물관, 부천펄벅기념관, 부천옹기박물관<br />
※ 단체요금 적용은 20인 이상으로 함","09:00~18:00<br />
※ 마감 30분전까지 입장가능","531㎡ (전시실 343㎡, 영상실 76㎡, 시연공간 36㎡, 김장환 기증전시실 23㎡, 수장고 18㎡)",
130452,,없음,없음,없음,,분원백자자료관 031-766-8465,주차 가능,무료,"1월 1일, 매주 월요일(국경일과 겹치는 경우, 그 다음 날 휴무)",무료,09:00~18:00(입장 17:30분까지),,
130837,,없음,없음,없음,,서수원도서관 031-228-4747,주차가능,,"매월 둘째, 넷째 월요일 및 국가지정 공휴일<br />
국가지정공휴일, 1월1일, 설추석연휴",무료,"[종합자료실/디지털자료실]<br />
평일 09:00~22:00/주말 09:00~17:00<br />
[어린이자료실] 평일 09:00~18:00/주말 09:00~17:00<br />
[일반열람실] 07:00~23:00","지하1층, 지상3층",
749895,,없음,없음,불가,,서울액션스쿨 031-946-6746,주차 가능,무료,"주말, 공휴일",무료,10:00~17:00,,
130709,,없음,없음,불가,,서호미술관 031-592-1864~5,주차 가능,,설/추석 연휴,"개인 2,000원(남양주시민, 군인, 경찰 50% 할인)<br />
단체 1,500원",10:00~18:00,"1층(70평), 2층(120평), 야외잔디공원(500여평)",
130714,,없음,없음,불가,,석장리미술관 031-835-2859,주차 가능,무료,,"성인 5,000원 / 어린이 3,000원",일몰 전~일몰 후,"상설전시장 2,000평 <br />
기획전시장 1,000평",
130706,,없음,없음,불가,,선바위미술관 02-507-8588,주차 가능,무료,매주 월요일,"성인 - 개인 4,000원 / 단체 3,000원 <br />
청소년 - 개인 3,000원 / 단체 2,000원 <br />
어린이 - 개인 2,000원 / 단체 1,500원 <br /><br />
※ 3세 이하 어린이, 65세 이상 성인, 장애인 무료 입장<br />
※ 단체는 10명이상","동절기 10:00~17:00 <br />
하절기 10:00~18:00 <br />",약780여 평의 부지와 224평의 전시면적,
2554994,500명 수용 가능,불가,가능,가능,"가평군민 무료, 경기도민 30%",설미재미술관 031-585-6276,"주차가능(약 소형15대, 대형10대)",무료,"매주 월요일, 설/추석 당일","성인 3,000원<br>
 아동 2,000원 <br> 단체 2,500원",10:00~18:00,"부지면적11,220㎡, 건축연면적&nbsp; 500.2㎡ <br> 전시면적 103.7㎡, 교육실 50 ㎡, 체험학습장 150㎡, 창작스튜디오 210.3 ㎡",약 30분
129859,,없음,없음,불가,,"성남문화원 031-756-1082,1028",주차 가능,,"토요일, 일요일, 공휴일",,월~금 09:00~18:00,전용면적 500평,
130814,"총 열람좌석 : 1,442석",없음,없음,없음,,성남시 분당도서관 031-729-4800,"주차 가능<br />
※ 운영시간 : 06:30~22:00 (22:00분이후 입·출차 금지)","기본 2시간 무료 / 10분초과시 마다 300원 부과 <br />
1일 주차요금 6,000원<br />
월 정기 이용자 60,000원 <br /?>
문화교육 수강생은 4시간 면제(문화교육 수강생용 도장 필)","둘째, 넷째주 월요일, 신정, 설날, 추석은 정기휴관일로 도서관 전체 휴관입니다.<br>
 그 외 월요일(첫째, 셋째, 다섯째주)은 일반열람실만 07:00~24:00까지 개방합니다.<br>
 문헌정보실 및 기타자료실은 일요일을 제외한 법정공휴일 및 매주 월요일에 휴실합니다.<br> (일요일이 법정공휴일과 겹치는 경우에는 휴실)<br>",,"[일반열람실] 07:00~24:00<br />
[문헌정보실] 09:00~22:00<br />
[기타자료실] 09:00~18:00","대지 4,052.50㎡, 건물 8,525.2㎡",
130813,,없음,없음,불가,,성남시수정도서관 031-743-9600,주차 가능,,"매주 월요일(둘째, 넷째 월요일은 전체 휴관 / 첫째, 셋째, 다섯째 월요일은 일반열람실만 개방)<br />
정부지정 공휴일 (일요일 제외)인 경우에도 일반열람실 개방(07:00~24:00)<br />※ 단, 신정, 설, 추석연휴는 제외<br />
특별한 사유로 인하여 관장이 지정한 날",무료,"[미래열람실/지혜열람실] 07:00~24:00 <br />
[문헌정보실/연속간행물실] 09:00~22:00<br />
[어린이가족열람실/전자정보실] 09:00~18:00","대지 6,188㎡(1,872평), 건물 7,922.7㎡(2,397평)",
130478,"최대 11,000명",불가,없음,불가,,성남아트센터 031-711-7762,,,공연에 따라 다름,,공연에 따라 다름,"면적(건물 및 대지) 12,088m²",공연에 따라 다름
130817,"열람석 2,261석",없음,없음,불가,,성남시 중앙도서관 031-729-4500,주차 가능,"도서관 이용 시 2시간 무료 / 1회 주차요금(30분까지) 400원, 30분 초과시 10분당 300원","* 정보실, 어린이가족열람실 : 법정공휴일 및 매주 월요일, 특별한 사유로 인하여 관장이 지정한 날<br /> 
* 일반열람실 : 첫째, 셋째 월요일 휴관<br />
※ 공공도서관 개방시간 연장 운영에 따라 설날, 추석연휴를 제외한 공휴일(휴관일제외)에도 일반열람실 개방(07:00~24:00)",,"[일반열람실] 07:00~24:00<br />
[문헌정보실] 09:00~22:00<br />
[기타자료실] 09:00~18:00","대지 58,586㎡(17,722평) / 13,018㎡(3,938평)",
130815,"좌석수 2,000석",없음,없음,불가,,성남시 중원도서관 031-752-3913,주차 가능,,"매월 첫째, 셋째 금요일(둘째, 넷째, 다섯째 금요일은 일반열람실만 개방)<br />
정부지정 공휴일인 경우는 일반열람실만 정상 개방 <br />
신정, 설, 추석연휴에는 전체 휴관 <br />
기타 특별한 사유로 관장이 지정한 날 휴관",,"[일반열람실]<br />
제1열람실 07:00~22:00<br />
제2열람실/e-러닝실 07:00~24:00<br />
[문헌정보실]<br />
제1,2문헌정보실/연속간행물실 09:00~22:00<br />
어린이가족열람실/전자정보실 09:00~18:00","부지 : 8264㎡ (2,500평)<br />
건물 : 13,164.33㎡ (3,982평)<br />
층수 : 6층 (지하2층, 지상4층)",
130845,,없음,가능,불가,,성남아트센터 031-783-8000,"주차 가능 (옥외 368면, 오페라하우스 237면, 콘서트홀 112면)","기본(최소)40분: 소형 400원 / 대형 800원 <br />
초과요금 10분당 : 소형 300원 / 대형 600원<br />
일일요금 : 소형 6,000원 / 대형 12,000원<br />
공연관람객 : 소형 2,000원 / 대형 4,000원 (공연티켓 제시 시 공연시간 포함 5시간 이내)<br />
전시관람객 : 소형 1,000원 / 대형 2,000원 (전시티켓 제시 시 2시간 이내)<br />
장애자, 국가유공자, 경자동차 50% 감면",시설 및 프로그램별 다름,시설 및 프로그램별 다름,시설 및 프로그램별 다름,"대지면적 133,858.40㎡",시설 및 프로그램별 다름
130295,"1,300석",없음,없음,없음,,상록구 도시주택과 031-481-5415,주차 가능,,,,,"1) 부지면적 17,074㎡ / 5,165평<br /> 
2) 무대 연면적 274㎡ / 83평",
130557,,없음,없음,불가,,031-481-2574,주차 가능,,"매주 월요일, 1월 1일, 설날/추석 연휴",무료,"09:00~18:00<br />
※ 입장은 마감 30분 전까지 가능","부지 9,246㎡, 지하1층, 지상2층, 연면적 1,483㎡",
130680,500명,없음,없음,불가,,세계민속악기박물관 031-946-9838,주차 가능,무료,매주 월요일,"성인 5,000원 / 학생 4,000원 / 유치원 3,000원 / 단체(20인 이상) 3,000원",09:30~17:30,"건평 340.4974m²<br />
지하 1층~지상 2층 규모",악기 체험: 50분(20명 기준)
130296,좌석수 408석,없음,없음,불가,,세종국악당 031-887-2854,주차 가능,,,공연에 따라 다름,공연에 따라 다름,"부지면적 12,667㎡ <br /> 
건축규모 1,901.62㎡",
2623238,,없음,없음,없음,,세종대왕유적관리소 031-885-3123,,,월요일 휴무,무료,,,
2657493,,없음,없음,없음,,031-950-1958,,,,,,,
130829,"좌석수 1,057석",없음,없음,불가,,선경도서관 031-228-4728,가능(유료운영시간 : 12:00~20:00),"최초 30분까지 600원, 초과 10분마다 300원 추가 (1일요금 7,000원) <br />
※ 도서관 이용 확인 시 1시간 감면","매월 둘째, 넷째 월요일 및 국가지정 공휴일",무료,"[문헌정보자료실]<br />
평일 09:00∼22:00 / 주말 09:00∼17:00<br />
[어린이자료실] 평일 09:00∼18:00 / 주말 휴실<br />
[수원학자료실]<br />
평일 09:00∼18:00 / 주말 09:00∼17:00<br />
[일반열람실] 07:00∼23:00","지하1층, 지상3층",
130816,좌석수 825석,없음,없음,불가,,영통도서관 031-228-4758,주차 가능(운영시간 12:00~20:00),"최초 30분까지 350원, 30분초과 10분마다 100원, 1일주차요금 3,500원 <br />
※ 도서관 방문도장 날인차량 1시간 무료","매월 둘째, 넷째 월요일 및 국가지정 공휴일(단, 일요일은 제외)",무료,"[어린이자료실] 평일 09:00~18:00 주말 09:00~17:00<br />
[종합자료실/디지털자료실]<br />
평일 09:00~22:00 주말 09:00~17:00<br />
[일반열람실] 07:00~23:00","부지면적 7,318 ㎡ / 연면적 4,136㎡ / 건축면적 1,236 ㎡",
130828,좌석수 461석,없음,없음,불가,,중앙도서관 031-228-4788,주차 가능,무료,"정기휴관일(첫째, 셋째 월요일), 국가지정공휴일, 1월1일, 설연휴, 추석연휴",무료,"[종합자료실/디지털자료실] <br />
평일 09:00∼22:00 / 주말 09:00∼17:00<br />
[어린이열람실] 평일 09:00∼18:00/주말 09:00∼17:00<br />
[일반열람실] 07:00∼23:00","부지 3,438㎡, 건물 2,712㎡",
130491,,없음,없음,불가,,수원 청소년 문화센터 031-218-0400,주차 가능,유료,이용시설마다 다름,,"09:00~21:00 <br />
※ 이용시설에 따라 상이함",,
2379222,,가능,가능,불가,,수원광교박물관 031-228-4175,주차 가능,무료,매월 첫째주 월요일,"어른(19~64세) - 개인 2,000원 / 단체 1,000원(20인 이상)  <br />
청소년(13~18세) 및 군인 - 개인 1,000원 / 단체 500원(20인 이상)<br />
어린이 및 노인(65세 이상) - 무료",09:00~18:00 (17:00까지 입장),"부지면적 8,492㎡, 건축연면적 4,086㎡(지상2, 지하1층)
전시면적 (광교 역사문화실 : 246㎡, 소강 민관식실 : 681㎡, 사운 이종학실 : 412 ㎡), 어린이체험실 면적 : 202㎡",약 1시간
129718,,없음,없음,불가,,"수원문화원 031-244-2161,3",주차 가능,,"토요일, 일요일, 공휴일",,09:00~18:00,,
638913,,없음,가능,불가,,수원박물관 031-228-4150,주차 가능,,"매달 첫째 월요일, 그밖에 시장이 정하는 휴관일(단, 휴관일이 공휴일일 경우에는 그 다음 날 휴관)","[수원역사박물관, 한국서예박물관]<br />
개인 - 어른 2,000원 / 청소년 및 군인 1,000원<br />
단체 - 어른 1,000원 / 청소년 및 군인 500원<br />
어린이·노인 - 무료<br /><br />
[통합매표(수원 화성,화성행궁, 수원박물관, 수원화성박물관)]<br />
개인 - 어른 3,500원 / 청소년 및 군인 2,000원 / 어린이·노인 800원<br />
단체 - 어른 2,000원 / 청소년 및 군인 1,200원 / 어린이·노인 600원",09:00~18:00(매표시간 17:00까지),"부지 39.885㎡ / 연면적 7,118㎡",
2033483,,없음,가능,불가,"무료관람 : 만 65세 이상, 만 3세 이하, 국가유공자, 장애인 1~3등급 등 <br />
수원시민 25% 할인, 다자녀(3명이상) 가구 50%할인 <br />
※ 자세한 사항은 홈페이지 참고",031-228-3800,주차 가능,"1시간 무료 <br />
이후 30분 600원, 이후 10분당 250원",매주 월요일 (휴관일이 공휴일일 경우에는 그 다음날 휴관),"어른(19~64세) - 개인 4,000원 / 단체2,000원<br />  
학생(초,중,고), 군인 - 개인 2,000원 / 단체 1,000원 <br />
어린이(미취학 아동) - 개인 및 단체 1,000원","하절기(3~10월) 10:00~19:00 <br />
동절기(11~2월) 10:00~18:00 <br />
※ 관람종료 1시간 전까지 입장 가능","연면적 9,661㎡(지상2층, 지하1층)",약 1시간
